name,men,women,fem
Rohit,1881,0,0.0
Tyshaun,1882,5,0.0026497085320614
Chasen,1882,0,0.0
Aspen,1884,17885,0.9046992766452526
Nyle,1884,31,0.0161879895561357
Laird,1885,0,0.0
Therman,1885,0,0.0
Vergil,1885,56,0.0288511076764554
Maximino,1887,0,0.0
Shayan,1891,58,0.0297588506926629
Jariel,1891,39,0.0202072538860103
Newman,1892,0,0.0
Ayush,1892,0,0.0
Aren,1894,337,0.1510533393097266
Cashton,1895,0,0.0
Carmello,1895,21,0.0109603340292275
Danielle,1895,368589,0.9948850692607508
Casimer,1895,0,0.0
Karsyn,1896,7186,0.7912354107024885
Khai,1896,322,0.145175834084761
Jarrad,1897,0,0.0
Dorman,1898,0,0.0
Hipolito,1899,0,0.0
Levern,1901,382,0.1673236968900569
Nahum,1902,0,0.0
Dietrich,1904,149,0.0725767169995129
Eliazar,1904,0,0.0
Eian,1905,0,0.0
Demitrius,1905,11,0.005741127348643
Winton,1907,5,0.0026150627615062
Oziel,1908,0,0.0
Grayden,1908,0,0.0
Harlow,1908,8156,0.8104133545310016
Callahan,1908,605,0.2407481098288897
Lisandro,1910,5,0.0026109660574412
Ferrell,1911,162,0.0781476121562952
Marlow,1913,1089,0.3627581612258494
Tyreese,1913,49,0.0249745158002038
Sherrill,1914,6932,0.7836310196699073
Caspian,1914,0,0.0
Taran,1914,560,0.2263540824575586
Arion,1915,601,0.2388712241653418
Yovani,1916,16,0.0082815734989648
Konstantinos,1917,0,0.0
Abdirahman,1918,0,0.0
Wesson,1921,5,0.0025960539979231
Kiefer,1921,0,0.0
Annie,1922,352700,0.9945801444918816
Woodie,1924,338,0.1494252873563218
Tamir,1924,59,0.0297528996469994
Vann,1925,24,0.0123140071831708
Bartley,1926,0,0.0
Dain,1927,0,0.0
Lyndell,1928,828,0.3004354136429608
Jansen,1928,214,0.099906629318394
Xavi,1929,6,0.0031007751937984
Codi,1929,3337,0.6336878085833649
Eston,1930,0,0.0
Taurus,1930,84,0.041708043694141
Mickel,1931,47,0.0237613751263902
Mortimer,1932,0,0.0
Laurance,1932,5,0.0025813113061435
Demarius,1933,0,0.0
Sim,1933,0,0.0
Faisal,1933,0,0.0
Orvil,1935,0,0.0
Marcial,1936,0,0.0
Johathan,1936,0,0.0
Saif,1937,0,0.0
Lev,1937,44,0.02221100454316
Zakai,1939,5,0.0025720164609053
Jeronimo,1939,0,0.0
Obadiah,1941,0,0.0
Murl,1941,626,0.2438644331904947
Hazen,1941,73,0.0362462760675273
Link,1943,0,0.0
Aayan,1944,0,0.0
Christy,1945,98362,0.9806095287467474
Jihad,1945,5,0.0025641025641025
Alice,1946,570613,0.9966012236293552
Sherrod,1948,5,0.0025601638504864
Decker,1949,64,0.0317933432687531
Azriel,1950,557,0.2221779018747507
Tino,1951,0,0.0
Rayvon,1952,61,0.0303030303030303
Mahdi,1953,0,0.0
Laurie,1954,166233,0.9883819795822508
Minh,1957,286,0.1275078020508248
Armen,1957,5,0.0025484199796126
Ryon,1959,17,0.0086032388663967
Erie,1960,1429,0.4216583062850398
Nicole,1960,589778,0.9966877232829394
Cynthia,1961,709890,0.997245210022884
Kimball,1961,140,0.0666349357448833
Jayse,1962,30,0.0150602409638554
Epifanio,1962,0,0.0
Verner,1963,171,0.0801312089971883
Shalom,1963,1012,0.3401680672268907
Cyle,1966,15,0.0075719333669863
Jakobi,1969,39,0.0194223107569721
Darris,1970,98,0.0473887814313346
Eitan,1971,0,0.0
Waverly,1971,2948,0.5993088026021549
Ellwood,1972,0,0.0
Demitri,1974,23,0.0115172759138708
Neo,1975,0,0.0
Deklan,1975,0,0.0
Antonino,1976,0,0.0
Tj,1978,10,0.0050301810865191
Tavian,1978,0,0.0
Macon,1980,198,0.0909090909090909
Garnet,1981,6862,0.7759810019224245
Hadley,1982,34585,0.9457981239915773
Romello,1983,0,0.0
Mychal,1984,265,0.1178301467318808
Tex,1985,11,0.0055110220440881
Om,1986,0,0.0
Fenton,1986,0,0.0
Blade,1987,0,0.0
Caeden,1987,29,0.0143849206349206
Taha,1987,0,0.0
Brando,1988,0,0.0
Renzo,1989,0,0.0
Christina,1990,477598,0.9958506051027132
Martha,1991,549540,0.9963900487914552
Korben,1992,0,0.0
Esai,1992,0,0.0
Nakia,1992,8657,0.8129401821767303
Parth,1992,0,0.0
Jaedyn,1992,2547,0.5611368142762723
Jermain,1993,0,0.0
Coley,1993,300,0.1308329699084169
Lian,1996,938,0.3197000681663258
Erskine,1996,0,0.0
Gaspar,1997,0,0.0
Jiovanni,1998,0,0.0
Miquel,2002,92,0.043935052531041
Hadi,2004,0,0.0
Rosalio,2005,5,0.0024875621890547
Kennth,2005,0,0.0
Levar,2007,9,0.0044642857142857
Brantlee,2008,207,0.0934537246049661
Virginia,2009,650075,0.996919108581103
Herb,2009,0,0.0
Osmar,2010,0,0.0
Heyward,2013,0,0.0
Kamarion,2013,6,0.0029717682020802
Akil,2015,0,0.0
Yuri,2015,3022,0.5999602938256899
Alphonzo,2018,0,0.0
Cortland,2018,37,0.0180048661800486
Hilbert,2020,0,0.0
Rakeem,2022,0,0.0
Cleophus,2023,19,0.0093046033300685
Brooke,2024,193086,0.9896263646148328
Benjaman,2024,0,0.0
Gaylen,2025,348,0.1466498103666245
Ole,2025,0,0.0
Arnaldo,2028,0,0.0
Ashwin,2030,0,0.0
Elder,2030,52,0.0249759846301633
Dionicio,2032,0,0.0
Berkley,2032,3880,0.6562922868741543
Christine,2032,585415,0.9965409645465888
Che,2033,364,0.1518564872757613
Green,2033,0,0.0
Jerrick,2034,0,0.0
Zaden,2035,0,0.0
Aramis,2036,183,0.0824695808922938
Zebulon,2036,0,0.0
Yehoshua,2036,0,0.0
Bradon,2037,0,0.0
Kallen,2037,323,0.136864406779661
Arnie,2043,235,0.1031606672519754
Abran,2047,0,0.0
Candido,2047,0,0.0
Conan,2048,0,0.0
Gorden,2048,0,0.0
Raj,2049,0,0.0
Acie,2049,50,0.0238208670795616
Tyren,2049,5,0.0024342745861733
Ewell,2051,7,0.0034013605442176
Tyre,2052,50,0.0237868696479543
Seven,2053,833,0.2886347886347886
Lavar,2053,11,0.005329457364341
Narciso,2053,0,0.0
Arya,2054,19091,0.9028611965003548
Skip,2055,0,0.0
Antwone,2057,0,0.0
Kalani,2057,5927,0.7423597194388778
Damir,2058,5,0.0024236548715462
Shaquan,2060,537,0.2067770504428186
Richardo,2062,0,0.0
Antoni,2064,5,0.0024166263895601
Darel,2065,5,0.002415458937198
Vernard,2066,0,0.0
Orland,2070,5,0.0024096385542168
Kevyn,2072,240,0.1038062283737024
Jaquez,2072,0,0.0
Andrae,2073,41,0.0193945127719962
Johannes,2074,0,0.0
Ayman,2074,38,0.0179924242424242
Tristyn,2078,2106,0.5033460803059273
Jamell,2078,75,0.034835113794705
Frazier,2080,0,0.0
Chayse,2081,832,0.2856162032269138
Christain,2083,305,0.1277219430485762
Roan,2083,198,0.0868040333187198
Calum,2084,0,0.0
Aj,2084,42,0.0197554092191909
Lauro,2087,0,0.0
Demetric,2090,411,0.1643342662934826
Kayne,2092,15,0.0071191267204556
Krishna,2093,1818,0.4648427512145231
Neftali,2093,380,0.1536595228467448
Babyboy,2095,0,0.0
Damond,2095,5,0.0023809523809523
Adiel,2096,107,0.0485701316386745
Markeith,2097,0,0.0
Alexavier,2099,0,0.0
Jenson,2099,27,0.0126999059266227
Kace,2101,20,0.0094295143800094
Jarad,2102,0,0.0
Filip,2104,0,0.0
Wayde,2107,0,0.0
Orson,2109,0,0.0
Arsenio,2109,0,0.0
Nova,2110,29128,0.9324540623599462
Mckay,2110,321,0.1320444261620732
Wendel,2110,0,0.0
Rose,2110,488661,0.995700642458499
Elza,2111,768,0.2667592914206321
Mayer,2111,26,0.0121665886757136
Foy,2112,421,0.1662060797473351
Jaedon,2114,33,0.015370284117373
Rebecca,2114,750934,0.9971927420297244
Tyrek,2116,0,0.0
Arlyn,2116,2146,0.5035194744251525
Henery,2117,0,0.0
Brenda,2120,607531,0.9965226006354456
Worth,2120,0,0.0
Christen,2120,11474,0.8440488450787111
Kirkland,2120,18,0.0084190832553788
Kamran,2122,10,0.0046904315196998
Dmitri,2122,0,0.0
Jacorey,2122,0,0.0
Servando,2123,0,0.0
Derrik,2125,0,0.0
Tarek,2125,0,0.0
Shaan,2127,0,0.0
Marino,2130,0,0.0
Jacari,2130,92,0.0414041404140414
Aven,2131,1412,0.3985323172452724
Jarren,2132,10,0.0046685340802987
Kenya,2133,24746,0.920644369210164
Vic,2133,0,0.0
Kedrick,2133,0,0.0
Saint,2136,63,0.0286493860845839
Angela,2136,667454,0.9968099882017354
Amanda,2137,787296,0.9972929938322822
Demari,2139,236,0.0993684210526315
Syncere,2139,534,0.1997755331088664
Kristen,2140,218100,0.9902833272793315
Banks,2144,78,0.0351035103510351
Theophilus,2147,0,0.0
Aman,2147,173,0.0745689655172413
Atreyu,2148,0,0.0
Hakim,2150,0,0.0
Kenzo,2150,5,0.0023201856148491
Johnmichael,2151,0,0.0
Isael,2152,0,0.0
Alen,2154,0,0.0
Aharon,2154,0,0.0
Conrado,2156,0,0.0
Corry,2156,314,0.1271255060728744
Ubaldo,2156,0,0.0
Nat,2157,0,0.0
Jaxx,2161,27,0.0123400365630712
Cam,2161,377,0.148542159180457
Cipriano,2164,0,0.0
Yasin,2166,5,0.0023030861354214
Jahlil,2166,0,0.0
Lew,2170,15,0.0068649885583524
Tavis,2170,6,0.0027573529411764
Author,2173,0,0.0
Xavion,2176,0,0.0
Garner,2179,43,0.0193519351935193
Naim,2179,0,0.0
Jashawn,2181,34,0.0153498871331828
Louise,2183,333868,0.9935039621962144
Jakai,2183,184,0.0777355302070131
Tyran,2186,56,0.0249776984834968
Shan,2187,864,0.2831858407079646
Derald,2190,0,0.0
Tyreek,2190,0,0.0
Azael,2190,0,0.0
Braedyn,2190,286,0.1155088852988691
Aris,2190,1491,0.4050529747351263
Shelly,2190,84291,0.9746765185416448
Alma,2191,160393,0.986523889189588
Fidencio,2192,0,0.0
Authur,2192,0,0.0
Vivaan,2193,0,0.0
Taurean,2194,45,0.0200982581509602
Marie,2195,537635,0.995933905118278
Avion,2195,304,0.1216486594637855
Muhammed,2195,0,0.0
Finis,2195,5,0.0022727272727272
Virgle,2196,33,0.0148048452220726
Hilary,2197,23984,0.9160841831862802
Akiva,2197,133,0.0570815450643776
Claire,2199,194753,0.9888348430074332
Kainoa,2200,27,0.0121239335428828
Raekwon,2201,6,0.0027186225645672
Caelan,2201,646,0.2269055145767474
Desi,2202,866,0.2822685788787483
Arie,2202,3595,0.6201483525961704
Arvel,2202,0,0.0
Carsten,2204,10,0.004516711833785
Aamir,2205,6,0.0027137042062415
Greysen,2206,221,0.0910589204779563
Saad,2207,0,0.0
Ellery,2207,3767,0.6305657850686307
Baldemar,2208,0,0.0
Landis,2209,261,0.1056680161943319
Eason,2213,0,0.0
Isa,2215,2946,0.5708196086029839
Salman,2217,0,0.0
Mckenzie,2218,60987,0.9649078395696544
Khristopher,2219,0,0.0
Leyton,2220,317,0.1249507292077256
Young,2220,532,0.1933139534883721
Wynn,2224,1019,0.3142152328091273
Malakhi,2225,0,0.0
Pietro,2225,0,0.0
Anas,2226,0,0.0
Jereme,2226,0,0.0
Akash,2227,0,0.0
Ocean,2228,2110,0.4863992623328723
Adriano,2229,0,0.0
Ander,2231,0,0.0
Feliciano,2232,0,0.0
Talmage,2233,0,0.0
Donna,2233,831114,0.9973204439447192
Milburn,2234,0,0.0
Phineas,2236,0,0.0
Theodis,2236,0,0.0
Kipp,2236,5,0.00223114680946
Harlem,2238,994,0.307549504950495
Manley,2239,0,0.0
Onyx,2239,898,0.2862607586866433
Jaxxon,2240,0,0.0
Kayleb,2240,0,0.0
Glenwood,2247,0,0.0
Kaidyn,2249,1238,0.3550329796386579
Flint,2250,0,0.0
Kolt,2250,0,0.0
Celso,2250,0,0.0
Blain,2251,17,0.0074955908289241
Delmas,2257,0,0.0
Jacen,2259,0,0.0
Mcarthur,2261,0,0.0
Tyce,2261,0,0.0
Jeron,2261,0,0.0
Earlie,2263,1329,0.3699888641425389
Rudolfo,2264,0,0.0
Rafe,2264,0,0.0
Landan,2265,5,0.0022026431718061
Brandy,2265,106306,0.9791380755450352
Mathieu,2266,0,0.0
Calen,2266,221,0.0888620828307197
Tiago,2267,0,0.0
Mick,2267,0,0.0
Bently,2269,76,0.032409381663113
Melville,2269,14,0.0061322820849759
Keshaun,2269,51,0.0219827586206896
Khaled,2271,0,0.0
Kacey,2272,10916,0.8277221716712163
Anastacio,2272,0,0.0
Chesley,2276,601,0.2088981578032673
Jahir,2281,0,0.0
Tegan,2282,6207,0.731181529037578
Javin,2282,5,0.0021862702229995
Romel,2282,0,0.0
Sven,2282,0,0.0
Yonatan,2284,0,0.0
Donavin,2286,0,0.0
Damani,2290,558,0.1959269662921348
Ricki,2290,4313,0.6531879448735424
Charleston,2292,1031,0.3102618116160096
Candelario,2292,0,0.0
Shemar,2296,6,0.0026064291920069
Maksim,2296,0,0.0
Boaz,2299,0,0.0
Neville,2302,75,0.0315523769457299
Artemio,2303,0,0.0
Marlyn,2306,6697,0.7438631567255359
Canon,2306,36,0.0153714773697694
Roderic,2308,0,0.0
Burley,2309,40,0.0170285227756492
Noam,2310,228,0.0898345153664302
Norton,2310,0,0.0
Kaiser,2310,19,0.0081580077286389
Delfino,2311,0,0.0
Larkin,2312,1756,0.431661750245821
Sanders,2315,6,0.0025850926324859
Elon,2316,507,0.179596174282678
Osiel,2319,0,0.0
Breon,2319,290,0.1111536987351475
Cardell,2322,23,0.0098081023454157
Antwain,2323,0,0.0
Ronnell,2323,183,0.0730247406225059
Jaymes,2324,102,0.0420445177246496
Brayton,2325,22,0.0093736685129953
Kendric,2327,0,0.0
Diamond,2329,33074,0.9342146145806852
Germaine,2329,7894,0.7721803775799667
Breck,2331,412,0.1502005103900838
Zakaria,2333,421,0.1528685548293391
Ledger,2334,6,0.0025641025641025
Amani,2335,11115,0.8263940520446097
Cecilio,2338,0,0.0
Ishan,2339,0,0.0
Beryl,2339,10094,0.8118716319472372
Jahmir,2343,0,0.0
Mikeal,2345,19,0.0080372250423011
Travion,2346,0,0.0
Ramone,2347,12,0.0050869012293344
Jens,2349,0,0.0
Auther,2349,17,0.0071851225697379
Ciro,2352,0,0.0
Linton,2353,0,0.0
Dontay,2354,0,0.0
Pascal,2355,11,0.0046491969568892
Hillard,2356,0,0.0
Jordin,2357,4315,0.6467326139088729
Geraldo,2359,0,0.0
Brixton,2361,183,0.0719339622641509
Steele,2361,76,0.0311858842839556
Faron,2366,52,0.021505376344086
Silvestre,2367,0,0.0
Eriberto,2369,0,0.0
Jajuan,2372,11,0.0046160302140159
Daryn,2372,955,0.2870453862338443
Corbett,2373,0,0.0
Estel,2373,455,0.1608910891089109
Adelbert,2373,0,0.0
Danniel,2374,186,0.07265625
Norval,2376,0,0.0
Chadrick,2376,0,0.0
Jalon,2377,74,0.0301917584659322
Ernst,2378,0,0.0
Sumner,2382,195,0.0756693830034924
Jacque,2389,4889,0.6717504809013465
Damen,2390,0,0.0
Gabino,2391,0,0.0
Dominque,2392,3872,0.6181353767560664
Nicklas,2393,0,0.0
Demonte,2394,0,0.0
Kabir,2398,0,0.0
Wendall,2399,6,0.0024948024948024
Daven,2400,92,0.0369181380417335
Marius,2400,0,0.0
Rashid,2402,0,0.0
Umar,2402,0,0.0
Conway,2402,0,0.0
Laquan,2403,217,0.082824427480916
Quinlan,2404,656,0.2143790849673202
Lavelle,2405,1581,0.3966382338183642
Jeshua,2405,5,0.0020746887966804
Thane,2408,0,0.0
Gennaro,2409,0,0.0
Tayden,2411,170,0.0658659434327779
Justine,2412,37987,0.9402955518700958
Reyansh,2413,0,0.0
Garvin,2414,0,0.0
Marshawn,2415,78,0.0312876052948255
Rayyan,2418,194,0.0742725880551301
Lenwood,2422,0,0.0
Arik,2423,0,0.0
Yancy,2423,487,0.1673539518900343
Yasir,2423,0,0.0
Ardell,2425,2635,0.5207509881422925
Lindell,2429,357,0.1281407035175879
Kerwin,2430,0,0.0
Gerhard,2430,0,0.0
Terron,2431,32,0.0129922858302882
Adnan,2434,0,0.0
Osiris,2434,815,0.2508464142813173
Walt,2435,0,0.0
Arch,2437,0,0.0
Jerrel,2437,26,0.0105562322371092
Mahmoud,2438,0,0.0
Filiberto,2439,0,0.0
Jammie,2440,4045,0.6237471087124132
Dashiell,2440,16,0.006514657980456
Tavaris,2442,6,0.0024509803921568
Alston,2442,22,0.0089285714285714
Dru,2445,1647,0.4024926686217008
Deshon,2445,166,0.0635771734967445
Yaseen,2447,0,0.0
Aston,2448,171,0.0652920962199312
Malek,2448,6,0.0024449877750611
Roby,2449,118,0.0459680560966108
Chadd,2451,0,0.0
Yash,2457,0,0.0
Geary,2457,0,0.0
Kiel,2460,30,0.0120481927710843
Abdulrahman,2461,0,0.0
Devaughn,2461,0,0.0
Mendel,2466,0,0.0
Cornelious,2468,113,0.0437814800464936
Coltin,2468,0,0.0
Maury,2470,258,0.094574780058651
Andrey,2471,100,0.0388953714507973
Roque,2471,0,0.0
Shepard,2472,5,0.0020185708518368
Thompson,2477,5,0.0020145044319097
Chancellor,2478,5,0.0020136931131695
Tayler,2480,11049,0.8166900731761402
Josias,2482,0,0.0
Ammar,2482,0,0.0
Alois,2488,186,0.0695587135377711
Sloan,2489,6270,0.7158351409978309
Varun,2490,0,0.0
Truett,2491,5,0.0020032051282051
Zach,2492,0,0.0
Cosmo,2493,0,0.0
Melissa,2496,756138,0.9967098759085408
Broc,2496,0,0.0
Olaf,2499,0,0.0
Modesto,2499,0,0.0
Castiel,2499,33,0.0130331753554502
Kenney,2500,5,0.0019960079840319
Nino,2501,21,0.0083267248215701
Sanjay,2502,0,0.0
Dejon,2504,77,0.0298333979077876
Micaiah,2507,1393,0.3571794871794871
Dimitrios,2508,0,0.0
Jairus,2510,0,0.0
Khristian,2513,530,0.1741702267499178
Jeb,2514,0,0.0
Neymar,2515,5,0.0019841269841269
Roddy,2516,0,0.0
Daylan,2517,84,0.0322952710495963
Verl,2517,211,0.0773460410557184
Evander,2518,0,0.0
Juston,2523,0,0.0
Micky,2525,562,0.1820537738905085
Adler,2526,278,0.0991440798858773
Nikolaus,2527,0,0.0
Ellison,2527,4430,0.6367687221503522
Remi,2530,11947,0.825240035919044
Lake,2530,697,0.2159900836690424
Kiran,2531,1816,0.4177593742811134
Hurley,2533,78,0.0298736116430486
Brighton,2534,1695,0.4008039725703476
Laith,2534,0,0.0
Joy,2534,137043,0.9818451464066428
Daveon,2535,16,0.0062720501764014
Taron,2539,90,0.0342335488779003
Carver,2540,52,0.0200617283950617
Kadeem,2541,0,0.0
Susan,2543,1122251,0.9977391415672558
Davy,2544,205,0.074572571844307
Carlin,2545,1843,0.4200091157702826
Alpha,2547,7151,0.7373685295937307
Klayton,2547,0,0.0
Rexford,2550,0,0.0
Celestino,2551,0,0.0
Baltazar,2552,0,0.0
Aarush,2553,0,0.0
Dev,2554,0,0.0
Martell,2555,36,0.0138942493245851
Landin,2555,16,0.0062232594321275
Willem,2556,0,0.0
Fulton,2558,0,0.0
Amon,2558,0,0.0
Wolfgang,2560,0,0.0
Deonta,2561,36,0.0138621486330381
Demetris,2563,892,0.2581765557163531
Elam,2565,0,0.0
Vester,2566,662,0.2050805452292441
Codie,2569,1745,0.404496986555401
Odie,2570,1589,0.3820629959124789
Vivian,2571,213475,0.9880997565333308
Anwar,2574,102,0.0381165919282511
Merl,2574,278,0.0974754558204768
Sammuel,2576,0,0.0
Ozzie,2578,712,0.2164133738601823
Skye,2578,20829,0.8898620070918956
Laura,2579,797497,0.9967765562271584
Kavon,2580,41,0.0156428843952689
Reginal,2584,5,0.0019312475859405
Izaac,2586,0,0.0
Andra,2587,5519,0.6808536886257094
Arvil,2589,0,0.0
Ilan,2589,59,0.0222809667673716
Curley,2590,534,0.1709346991037132
Jet,2592,96,0.0357142857142857
Welton,2594,0,0.0
Rock,2595,0,0.0
Dustyn,2596,60,0.0225903614457831
Ewan,2597,0,0.0
Najee,2598,417,0.1383084577114428
Kyren,2600,89,0.0330978058757902
Javian,2604,6,0.0022988505747126
Dovid,2606,0,0.0
Finnian,2607,0,0.0
Rayburn,2607,0,0.0
Kollin,2607,5,0.0019142419601837
Gorge,2608,0,0.0
Sharif,2608,5,0.0019135093761959
Ferris,2609,272,0.0944116626171468
Washington,2610,0,0.0
Holland,2612,5288,0.669367088607595
Izaak,2615,0,0.0
Marquel,2616,248,0.0865921787709497
Antonia,2617,33169,0.92687084334656
Olan,2617,0,0.0
Doran,2619,55,0.0205684367988032
Tadeo,2628,0,0.0
Daryle,2632,198,0.069964664310954
Huxley,2633,273,0.0939435650378527
Fabio,2634,0,0.0
Nikita,2635,10583,0.8006506279316085
Harrell,2635,0,0.0
Faris,2635,20,0.007532956685499
Keion,2636,10,0.0037792894935752
Lawrance,2637,0,0.0
Yakov,2637,0,0.0
Jovon,2638,289,0.0987359070720874
Stephanie,2638,741973,0.9964572105434918
Salem,2638,3004,0.532435306628855
Lois,2638,332324,0.9921244797917376
Geovanny,2640,0,0.0
Rashard,2642,0,0.0
Deante,2642,5,0.0018889308651303
Ludwig,2642,0,0.0
Huston,2643,0,0.0
Rustin,2644,0,0.0
Said,2644,0,0.0
Terell,2647,38,0.0141527001862197
Jhon,2650,0,0.0
Wm,2651,86,0.031421264157837
Parrish,2652,464,0.1489088575096277
Macario,2654,0,0.0
Malvin,2655,12,0.0044994375703037
Leobardo,2655,0,0.0
Koa,2659,278,0.0946544092611508
Corbyn,2664,402,0.1311154598825831
Shedrick,2665,0,0.0
Oskar,2666,0,0.0
Jamon,2667,6,0.0022446689113355
Renard,2668,0,0.0
Ayan,2670,728,0.2142436727486757
Brayson,2671,0,0.0
Leamon,2672,0,0.0
Cheyenne,2672,68862,0.96264713283194
Lawton,2672,0,0.0
Golden,2673,2067,0.4360759493670886
Genesis,2673,75646,0.96587035074503
Favian,2674,0,0.0
Braylin,2676,1421,0.3468391505979985
Zeb,2676,0,0.0
Jullian,2678,948,0.2614451185879757
Jermey,2679,0,0.0
Darcy,2683,22132,0.8918799113439452
Jael,2686,3843,0.5886046867820494
Durwood,2688,0,0.0
Anselmo,2688,0,0.0
Ahmir,2689,5,0.001855976243504
Demetrios,2690,0,0.0
Sandra,2691,874321,0.9969316269332688
Kennard,2695,0,0.0
Dontrell,2700,16,0.0058910162002945
Prentiss,2701,65,0.0234996384671005
Kyran,2702,133,0.0469135802469135
Rylen,2705,635,0.1901197604790419
Graeme,2715,0,0.0
Keoni,2715,291,0.0968063872255489
Wellington,2717,0,0.0
Zamir,2722,0,0.0
Ocie,2725,4064,0.5986154072764767
Zephaniah,2725,389,0.1249197174052665
Brandin,2727,137,0.0478351955307262
Leeland,2728,11,0.0040160642570281
Dakari,2728,155,0.053763440860215
Michele,2732,223154,0.9879054036106708
Jaysen,2732,0,0.0
Jalil,2734,5,0.0018254837531945
Sheridan,2734,5500,0.6679621083313092
Deane,2735,1304,0.3228521911364199
Christos,2736,0,0.0
Rondell,2736,67,0.0239029611130931
Hazel,2737,271321,0.9900130629282852
Robinson,2737,0,0.0
Yusef,2740,0,0.0
Andrei,2744,0,0.0
Brion,2746,89,0.0313932980599647
Hagen,2747,203,0.0688135593220339
Anna,2751,900284,0.9969536064493624
Mikah,2756,1533,0.3574259734203777
Fausto,2756,0,0.0
Furman,2758,0,0.0
Vernie,2760,3958,0.5891634415004465
Elio,2761,0,0.0
Stafford,2763,0,0.0
Vincente,2767,0,0.0
Jacinto,2771,0,0.0
Anthoney,2774,0,0.0
Rush,2775,0,0.0
Dashaun,2776,32,0.0113960113960113
Ruth,2779,827582,0.9966532628579616
Karen,2780,986933,0.997191104896066
Trinity,2780,80651,0.9666790521508792
Burnell,2785,593,0.1755476613380698
Esau,2786,0,0.0
Lisa,2787,965824,0.9971226839257452
Eder,2788,0,0.0
Franz,2789,0,0.0
Kodi,2794,2968,0.5150989239847276
Korbyn,2798,634,0.1847319347319347
Iain,2799,0,0.0
Devontae,2799,0,0.0
Kavin,2800,0,0.0
Oral,2802,506,0.152962515114873
Sigmund,2805,0,0.0
Alistair,2806,0,0.0
Massimo,2809,0,0.0
Arne,2810,0,0.0
Aryeh,2811,5,0.0017755681818181
Osman,2815,0,0.0
Terance,2817,0,0.0
Joshuah,2819,0,0.0
Gerrit,2820,0,0.0
Kamal,2822,25,0.0087811731647348
Silvio,2824,0,0.0
Blas,2825,0,0.0
Alaric,2830,0,0.0
Nikola,2834,617,0.1787887568820631
Zavion,2834,0,0.0
Kieth,2835,0,0.0
Nicola,2837,5009,0.6384144787152689
Amit,2838,201,0.0661401776900296
Joeseph,2838,0,0.0
Marek,2839,5,0.0017580872011251
Elie,2839,326,0.1030015797788309
Bryton,2841,191,0.0629947229551451
Stefano,2842,0,0.0
Renaldo,2843,0,0.0
Sahil,2844,0,0.0
Jakub,2845,0,0.0
Tai,2846,1749,0.3806311207834603
Wayman,2850,0,0.0
Jarell,2851,0,0.0
Lamarr,2852,30,0.0104094378903539
Kaine,2853,0,0.0
Esequiel,2857,0,0.0
Maceo,2861,0,0.0
Aram,2862,49,0.0168327035383029
Darby,2862,7980,0.7360265633646929
Viktor,2865,0,0.0
Lennie,2866,4595,0.6158691864361345
Rome,2868,236,0.0760309278350515
Americo,2868,0,0.0
Beck,2869,31,0.0106896551724137
Keandre,2870,9,0.0031260854463355
Durward,2873,0,0.0
Joyce,2875,508060,0.9943730611525928
Pierson,2875,55,0.0187713310580204
Dixon,2878,5,0.0017343045438779
Lavell,2879,327,0.101996257018091
Pascual,2880,0,0.0
Rand,2881,128,0.0425390495181123
Jaret,2884,22,0.0075705437026841
Raoul,2887,0,0.0
Tavion,2889,13,0.0044796691936595
Ramses,2896,0,0.0
Domonic,2897,67,0.022604588394062
Dov,2900,0,0.0
Lamarcus,2904,0,0.0
Tavares,2904,23,0.0078578749572941
Geronimo,2905,0,0.0
Armaan,2905,0,0.0
Jameel,2906,18,0.0061559507523939
Fox,2908,61,0.020545638262041
Norwood,2909,0,0.0
Hussein,2910,0,0.0
Franky,2912,64,0.021505376344086
Rio,2912,1716,0.3707865168539326
Audrey,2915,289786,0.9900410316329632
Coleton,2917,0,0.0
Torey,2918,1421,0.3274948144733809
Eliyahu,2921,0,0.0
Cormac,2922,0,0.0
Randle,2923,7,0.0023890784982935
Rojelio,2923,0,0.0
Nazir,2923,0,0.0
Rudolf,2925,0,0.0
Sid,2925,5,0.0017064846416382
Karsen,2930,1561,0.3475840570028947
Farris,2931,529,0.1528901734104046
Kamdyn,2931,1826,0.3838553710321631
Gardner,2932,5,0.0017024174327545
Neel,2932,0,0.0
Armin,2934,0,0.0
Adin,2935,86,0.0284673949023502
Stoney,2935,77,0.0255644090305444
Terrel,2937,81,0.0268389662027833
Flavio,2939,0,0.0
Cris,2942,1088,0.2699751861042184
Ravi,2942,5,0.00169664065151
Rance,2945,0,0.0
Nancy,2946,1003004,0.9970714250211244
Benicio,2947,0,0.0
Kooper,2953,271,0.0840570719602977
Spenser,2953,364,0.1097377148025324
Amin,2954,0,0.0
Philippe,2955,0,0.0
Daylon,2956,10,0.0033715441672285
Demetrio,2957,0,0.0
Cleon,2958,189,0.0600571973307912
Gerold,2964,0,0.0
Jaydan,2967,584,0.1644607152914672
Deegan,2972,12,0.0040214477211796
Dash,2973,66,0.0217176702862783
Dakoda,2977,766,0.2046486775313919
Claudie,2978,3739,0.5566473127884473
Achilles,2978,0,0.0
Cristiano,2981,0,0.0
Windell,2981,21,0.0069953364423717
Nils,2982,0,0.0
Treyton,2983,0,0.0
Avrohom,2983,0,0.0
Anish,2984,0,0.0
Jad,2990,0,0.0
Brigham,2993,0,0.0
